1/2/2023;;6;;7;;2;;3;;EMB36;;5;;21.779872097768735;;34.35946615635368
1/3/2023;;2;;2;;3;;4;;EMB29;;1;;21.607148326795112;;34.67691772700382
3/3/2023;;7;;1;;4;;1;;EMB44;;6;;21.83766044756627;;34.83704039489229
8/2/2023;;2;;3;;4;;2;;EMB22;;16;;21.62146165247989;;34.94432161558034
15/2/2023;;3;;4;;1;;3;;EMB54;;17;;21.460854267678698;;34.690165246445055
18/3/2023;;4;;5;;2;;4;;EMB9;;12;;21.385671775945983;;34.93836592719989
4/2/2023;;5;;6;;3;;1;;EMB2;;12;;21.366665530844557;;34.74565546060192
4/2/2023;;5;;4;;4;;2;;EMB2;;14;;21.87866435888009;;34.61769359736995
3/1/2023;;1;;2;;1;;3;;EMB38;;6;;21.78206838523145;;34.24211894671766
8/1/2023;;6;;2;;2;;4;;EMB54;;2;;21.346861792352943;;34.40156276957389
15/1/2023;;1;;1;;3;;1;;EMB37;;10;;21.443765336263155;;34.51051592190647
17/2/2023;;2;;2;;4;;2;;EMB43;;18;;21.938204177046146;;34.36895004274986
19/3/2023;;3;;1;;1;;1;;EMB10;;10;;21.166196269491905;;34.01027942477649
1/1/2023;;4;;3;;2;;2;;EMB15;;8;;21.076730808191808;;34.39087991025808
13/2/2023;;5;;4;;3;;3;;EMB47;;13;;21.79955297945907;;34.7366625911902
16/1/2023;;5;;5;;4;;4;;EMB18;;3;;21.727972335376947;;34.039458025340664
1/3/2023;;1;;6;;4;;1;;EMB37;;2;;21.206896867404435;;34.37957062428836
9/2/2023;;6;;7;;1;;2;;EMB29;;11;;21.248621389686853;;34.789237514236596
4/1/2023;;2;;2;;2;;3;;EMB59;;7;;21.790121082103692;;34.076614987484874
10/1/2023;;7;;1;;3;;4;;EMB33;;9;;21.899436719501303;;34.44793088935292
1/2/2023;;2;;3;;4;;1;;EMB6;;7;;21.158215262774092;;34.997448441350464
2/3/2023;;3;;4;;4;;2;;EMB53;;9;;21.80533001439575;;34.145680330030366
10/2/2023;;4;;5;;1;;3;;EMB24;;16;;21.736136822783703;;34.14028972935045
12/2/2023;;5;;6;;2;;4;;EMB16;;6;;21.183188150368686;;34.9584795125169
4/1/2023;;5;;4;;3;;1;;EMB57;;1;;21.298628808780855;;34.17327120078769
18/2/2023;;1;;2;;4;;2;;EMB1;;14;;21.41232411056525;;34.42318656040294
10/3/2023;;6;;2;;1;;3;;EMB12;;10;;21.507316959748387;;34.05726902026481
9/3/2023;;1;;1;;2;;4;;EMB52;;3;;21.22975507613857;;34.04841429852748
16/1/2023;;2;;2;;3;;1;;EMB5;;18;;21.208807860897974;;34.73558872334231
20/1/2023;;3;;1;;4;;2;;EMB7;;16;;21.779093781787086;;34.933795001805265
15/2/2023;;4;;3;;1;;1;;EMB36;;19;;21.397540732932566;;34.36995852268451
9/1/2023;;5;;4;;2;;2;;EMB5;;12;;21.095538424700152;;34.7902144370765
7/3/2023;;5;;5;;3;;3;;EMB38;;9;;21.977787221758813;;34.81665327206393
18/1/2023;;1;;6;;4;;4;;EMB14;;5;;21.82989397934882;;34.60449973290799
12/2/2023;;6;;7;;4;;1;;EMB40;;17;;21.0892924262635;;34.78283842041712
7/2/2023;;2;;2;;1;;2;;EMB22;;10;;21.216786228399332;;34.24805053613586
16/3/2023;;7;;1;;2;;3;;EMB28;;17;;21.2859928398867;;34.031050268667805
14/3/2023;;2;;3;;3;;4;;EMB37;;15;;21.927207285020042;;34.31554647923584
2/1/2023;;3;;4;;4;;1;;EMB34;;13;;21.63403378940284;;34.56254058054628
16/3/2023;;4;;5;;4;;2;;EMB35;;17;;21.997684545028438;;34.49708293822684
3/2/2023;;5;;6;;1;;3;;EMB31;;5;;21.727481139291132;;34.054618440333655
18/1/2023;;5;;4;;2;;4;;EMB4;;17;;21.96882597248267;;34.58264835139298
16/3/2023;;1;;2;;3;;1;;EMB48;;12;;21.79066763937144;;34.97426508237793
3/2/2023;;6;;2;;4;;2;;EMB16;;13;;21.484059043468235;;34.00449601587277
3/2/2023;;1;;1;;1;;3;;EMB36;;3;;21.247861645710895;;34.84599548020771
3/1/2023;;2;;2;;2;;4;;EMB57;;16;;21.70464309439794;;34.39436429703703
11/2/2023;;3;;1;;3;;1;;EMB14;;8;;21.808169019546337;;34.400514716184894
9/1/2023;;4;;3;;4;;2;;EMB43;;17;;21.968134256274425;;34.473970308692614
15/2/2023;;5;;4;;1;;1;;EMB51;;2;;21.08691046524861;;34.20798653136036
7/3/2023;;5;;5;;2;;2;;EMB57;;10;;21.736329095064264;;34.186707754237396
2/2/2023;;1;;6;;3;;3;;EMB7;;8;;21.33302210429;;34.349749222173976
11/1/2023;;6;;7;;4;;4;;EMB18;;19;;21.19149468354547;;34.40155922619464
10/1/2023;;2;;2;;4;;1;;EMB41;;19;;21.08233706609947;;34.44159760144245
17/1/2023;;7;;1;;1;;2;;EMB55;;20;;21.62090201055562;;34.09406606844228
11/3/2023;;2;;3;;2;;3;;EMB5;;13;;21.422599341730177;;34.08520645336732
11/1/2023;;3;;4;;3;;4;;EMB23;;12;;21.94808910922899;;34.2260303101084
1/3/2023;;4;;5;;4;;1;;EMB17;;16;;21.173044857624983;;34.177192895844975
8/3/2023;;5;;6;;4;;2;;EMB21;;17;;21.633563797135313;;34.803881511049795
7/3/2023;;5;;4;;1;;3;;EMB45;;2;;21.372615722631142;;34.48282393546586
12/2/2023;;1;;2;;2;;4;;EMB33;;3;;21.009365252945173;;34.900339898302214
20/3/2023;;6;;2;;3;;1;;EMB8;;2;;21.890055495213765;;34.39814431409207
6/2/2023;;1;;1;;4;;2;;EMB60;;12;;21.034101375981983;;34.23575582410907
1/2/2023;;2;;2;;1;;3;;EMB9;;3;;21.591154910436433;;34.02200013613178
11/2/2023;;3;;1;;2;;4;;EMB38;;1;;21.27802665185832;;34.22327712259133
14/3/2023;;4;;3;;3;;1;;EMB40;;9;;21.765990953048348;;34.28190952855946
12/1/2023;;5;;4;;4;;2;;EMB50;;15;;21.741921814044534;;34.445564412940996
15/2/2023;;5;;5;;1;;1;;EMB39;;5;;21.24313638416886;;34.48777929753631
20/3/2023;;1;;6;;2;;2;;EMB9;;4;;21.052604919878622;;34.09857317137697
12/2/2023;;6;;7;;3;;3;;EMB35;;19;;21.662170342666496;;34.40690403805304
13/2/2023;;2;;2;;4;;4;;EMB5;;1;;21.968057823029188;;34.59840424642766
15/1/2023;;7;;1;;4;;1;;EMB4;;1;;21.16130126323582;;34.25223198712255
20/1/2023;;2;;3;;1;;2;;EMB4;;14;;21.78094663192191;;34.108899708287304
8/2/2023;;3;;4;;2;;3;;EMB15;;12;;21.704331885116584;;34.07142330418757
4/3/2023;;4;;5;;3;;4;;EMB14;;3;;21.851311250615613;;34.40845730538567
7/2/2023;;5;;6;;4;;1;;EMB56;;9;;21.962591290698725;;34.301204536638906
15/1/2023;;5;;4;;4;;2;;EMB49;;8;;21.723086525392322;;34.00661374043112
13/2/2023;;1;;2;;1;;3;;EMB17;;15;;21.105912956421022;;34.92401082258043
7/2/2023;;6;;2;;2;;4;;EMB30;;17;;21.762337581360324;;34.218276923080666
16/2/2023;;1;;1;;3;;1;;EMB3;;4;;21.41592992787248;;34.605059040433005
18/3/2023;;2;;2;;4;;2;;EMB36;;9;;21.83955277755736;;34.04440096870627
18/1/2023;;3;;1;;1;;3;;EMB7;;16;;21.678108448652498;;34.279004520416635
6/3/2023;;4;;3;;2;;4;;EMB44;;5;;21.455534464173784;;34.456797694982924
9/1/2023;;5;;4;;3;;1;;EMB21;;9;;21.93233552753226;;34.560856327954
10/1/2023;;5;;5;;4;;2;;EMB4;;18;;21.24110969607983;;34.02757376762738
1/2/2023;;1;;6;;1;;1;;EMB14;;14;;21.667542692134045;;34.9683850041467
19/3/2023;;6;;7;;2;;2;;EMB21;;19;;21.817175354949587;;34.969759583061325
17/3/2023;;2;;2;;3;;3;;EMB55;;1;;21.795198414390864;;34.77349675870531
10/2/2023;;7;;1;;4;;4;;EMB23;;19;;21.37269638909552;;34.98322269852522
7/3/2023;;2;;3;;4;;1;;EMB58;;10;;21.65188836351953;;34.836969423674134
13/3/2023;;3;;4;;1;;2;;EMB54;;21;;21.424672127653107;;34.747767890087985
9/2/2023;;4;;5;;2;;3;;EMB29;;3;;21.026979475362843;;34.95246885900769
3/3/2023;;5;;6;;3;;4;;EMB15;;5;;21.3727948779392;;34.52794448822834
2/2/2023;;5;;4;;4;;1;;EMB59;;14;;21.05440547411864;;34.851330917183354
7/3/2023;;1;;2;;4;;2;;EMB49;;6;;21.68944245601948;;34.13589152440934
7/3/2023;;6;;2;;1;;3;;EMB37;;10;;21.085560122518572;;34.96134519181417
20/1/2023;;1;;1;;2;;4;;EMB41;;2;;21.922572707797983;;34.35061783182478
12/2/2023;;2;;2;;3;;1;;EMB36;;14;;21.86308913488315;;34.78374210332121
18/2/2023;;3;;1;;4;;2;;EMB55;;12;;21.331353482101314;;34.21155881516839
5/1/2023;;4;;3;;1;;3;;EMB20;;10;;21.909708484866616;;34.354427342850094
10/1/2023;;5;;4;;2;;4;;EMB41;;4;;21.89635997889049;;34.84394837995528
17/3/2023;;5;;5;;3;;1;;EMB18;;18;;21.554382405899187;;34.59750344528846
2/3/2023;;1;;6;;4;;2;;EMB28;;1;;21.350283138746477;;34.90968717292447
16/3/2023;;6;;7;;1;;1;;EMB42;;10;;21.127069774217443;;34.74258833806025
10/3/2023;;2;;2;;2;;2;;EMB21;;14;;21.25566005332077;;34.611493912508934
2/1/2023;;7;;1;;3;;3;;EMB32;;21;;21.00837456634678;;34.144496840414234
3/2/2023;;2;;3;;4;;4;;EMB31;;19;;21.39272148549292;;34.19297709113536
6/2/2023;;3;;4;;4;;1;;EMB60;;20;;21.363063483699715;;34.82111028176231
2/3/2023;;4;;5;;1;;2;;EMB43;;6;;21.678637395375624;;34.73361664808792
20/1/2023;;5;;6;;2;;3;;EMB17;;6;;21.80426305289103;;34.128455157824995
9/3/2023;;5;;4;;3;;4;;EMB41;;3;;21.531004448357887;;34.17388753451821
5/1/2023;;1;;2;;4;;1;;EMB39;;8;;21.29105753778703;;34.11975713116878
2/2/2023;;6;;2;;4;;2;;EMB26;;20;;21.040631604405938;;34.46159707740417
2/2/2023;;1;;1;;1;;3;;EMB11;;10;;21.81681018358829;;34.5423538343889
5/1/2023;;2;;2;;2;;4;;EMB54;;9;;21.72237616179256;;34.70182817136065
6/1/2023;;3;;1;;3;;1;;EMB28;;13;;21.497125457896242;;34.6234820943269
4/3/2023;;4;;3;;4;;2;;EMB17;;6;;21.5320590048769;;34.69002588724736
7/1/2023;;5;;4;;1;;3;;EMB4;;10;;21.34062793211254;;34.43365873708484
7/3/2023;;5;;5;;2;;4;;EMB26;;9;;21.30028942709226;;34.85223641892876
8/1/2023;;1;;6;;3;;1;;EMB54;;12;;21.287029143017303;;34.338930968210526
4/1/2023;;6;;7;;4;;2;;EMB1;;12;;21.480761781270264;;34.41281442610367
8/3/2023;;2;;2;;1;;1;;EMB18;;7;;21.736656119525428;;34.123241656718335
13/3/2023;;7;;1;;2;;2;;EMB30;;21;;21.64749363358632;;34.695966727865084
5/1/2023;;2;;3;;3;;3;;EMB27;;21;;21.268561833330388;;34.27090296325587
1/2/2023;;3;;4;;4;;4;;EMB13;;15;;21.021382560133755;;34.70429918479079
7/2/2023;;4;;5;;4;;1;;EMB15;;20;;21.18508625537675;;34.12438032303904
7/2/2023;;5;;6;;1;;2;;EMB47;;18;;21.772623189639503;;34.91563679010275
8/1/2023;;5;;4;;2;;3;;EMB52;;2;;21.956983241158806;;34.20074050973667
12/2/2023;;1;;2;;3;;4;;EMB3;;7;;21.5623731836229;;34.08289463882172
6/2/2023;;6;;2;;4;;1;;EMB2;;3;;21.991479732335304;;34.684944253670885
6/1/2023;;1;;1;;4;;2;;EMB40;;21;;21.89249438408803;;34.98468316725691
10/2/2023;;2;;2;;1;;3;;EMB12;;13;;21.035610955987586;;34.62167119157628
7/2/2023;;3;;1;;2;;4;;EMB41;;3;;21.67957560699934;;34.74859526902997
6/3/2023;;4;;3;;3;;1;;EMB46;;7;;21.564028487728415;;34.901403095114205
12/3/2023;;5;;4;;4;;2;;EMB43;;11;;21.951342102842727;;34.760658401793194
3/2/2023;;5;;5;;1;;3;;EMB56;;16;;21.752741154627053;;34.93748376036379
16/3/2023;;1;;6;;2;;4;;EMB25;;7;;21.579362950721467;;34.619822535676455
2/1/2023;;6;;7;;3;;1;;EMB22;;3;;21.064575292301875;;34.22041965314921
18/3/2023;;2;;2;;4;;2;;EMB14;;15;;21.028484529413703;;34.289033852292086
16/2/2023;;7;;1;;1;;1;;EMB16;;12;;21.252954711510146;;34.867851201997574
20/2/2023;;2;;3;;2;;2;;EMB24;;16;;21.464761866476373;;34.89438388775954
18/2/2023;;3;;4;;3;;3;;EMB34;;11;;21.835560708433533;;34.73548576267545
2/1/2023;;4;;5;;4;;4;;EMB52;;5;;21.732211122986083;;34.47310380411246
4/3/2023;;5;;6;;4;;1;;EMB58;;7;;21.625224815856356;;34.70100563446222
3/2/2023;;5;;4;;1;;2;;EMB9;;11;;21.186954632691467;;34.58562008513887
16/2/2023;;1;;2;;2;;3;;EMB38;;21;;21.90246101513478;;34.776911721961504
8/1/2023;;6;;2;;3;;4;;EMB23;;5;;21.52925346639547;;34.31270210787862
9/3/2023;;1;;1;;4;;1;;EMB60;;6;;21.965173417251595;;34.137638868510585
16/1/2023;;2;;2;;4;;2;;EMB20;;4;;21.65861731711904;;34.98276558650551
15/1/2023;;3;;1;;1;;3;;EMB40;;13;;21.05703618680443;;34.73684073554023
17/1/2023;;4;;3;;2;;4;;EMB4;;21;;21.716426317564736;;34.62998354520854
4/3/2023;;5;;4;;3;;1;;EMB21;;16;;21.22187799411131;;34.61140440286243
5/2/2023;;5;;5;;4;;2;;EMB22;;19;;21.858572543694706;;34.338455397204235
11/2/2023;;1;;6;;1;;3;;EMB50;;21;;21.720100690868456;;34.064265353665725
13/1/2023;;6;;7;;2;;4;;EMB52;;16;;21.186594923690038;;34.199666422821934
1/2/2023;;2;;2;;3;;1;;EMB50;;12;;21.254519446548954;;34.295366035334965
6/1/2023;;7;;1;;4;;2;;EMB5;;4;;21.00715645890954;;34.31531713470481
1/2/2023;;2;;3;;1;;1;;EMB25;;3;;21.97860983952982;;34.39867093572815
2/2/2023;;3;;4;;2;;2;;EMB36;;4;;21.0616352450835;;34.31237670362945
11/2/2023;;4;;5;;3;;3;;EMB42;;20;;21.869494053949985;;34.549638884788905
7/1/2023;;5;;6;;4;;4;;EMB24;;10;;21.6410675796675;;34.4419771397372
8/2/2023;;5;;4;;4;;1;;EMB15;;17;;21.57633259072551;;34.72188667448361
11/2/2023;;1;;2;;1;;2;;EMB40;;17;;21.527805471508202;;34.26036807288983
2/2/2023;;6;;2;;2;;3;;EMB30;;20;;21.66407122384692;;34.57870886418234
12/2/2023;;1;;1;;3;;4;;EMB41;;4;;21.168907861014656;;34.70432959920685
12/1/2023;;2;;2;;4;;1;;EMB23;;17;;21.038448973957387;;34.35095305238379
20/1/2023;;3;;1;;4;;2;;EMB11;;15;;21.407961171996668;;34.249040935593584
13/3/2023;;4;;3;;1;;3;;EMB37;;14;;21.1889206738715;;34.41784160602522
18/1/2023;;5;;4;;2;;4;;EMB7;;4;;21.91535540454847;;34.29942574914174
2/2/2023;;5;;5;;3;;1;;EMB12;;12;;21.731260466126738;;34.64700714871151
2/3/2023;;1;;6;;4;;2;;EMB39;;10;;21.49117963467015;;34.85126940800125
15/1/2023;;6;;7;;1;;3;;EMB4;;4;;21.682683921803747;;34.781884223747724
7/1/2023;;2;;2;;2;;4;;EMB58;;13;;21.44708046844756;;34.964471648269594
8/1/2023;;7;;1;;3;;1;;EMB50;;13;;21.580826570651304;;34.6534962660388
15/1/2023;;2;;3;;4;;2;;EMB57;;4;;21.14549569296613;;34.42265979653472
4/1/2023;;3;;4;;1;;1;;EMB42;;8;;21.539902403090785;;34.01386256180065
18/2/2023;;4;;5;;2;;2;;EMB55;;13;;21.06337669510166;;34.33823061482072
16/3/2023;;5;;6;;3;;3;;EMB23;;7;;21.421843245831795;;34.3827979271527
10/3/2023;;5;;4;;4;;4;;EMB8;;19;;21.127265484174032;;34.87758478967702
13/3/2023;;1;;2;;4;;1;;EMB50;;10;;21.6084248756717;;34.5260194647735
10/2/2023;;6;;2;;1;;2;;EMB46;;18;;21.82995139895026;;34.962035287957235
20/2/2023;;1;;1;;2;;3;;EMB36;;17;;21.86013141089225;;34.59404641154849
10/2/2023;;2;;2;;3;;4;;EMB45;;2;;21.78158084223766;;34.240126173973806
7/3/2023;;3;;1;;4;;1;;EMB14;;4;;21.069192712513;;34.6192446310412
14/2/2023;;4;;3;;4;;2;;EMB9;;18;;21.88993780632134;;34.70902454498844
20/3/2023;;5;;4;;1;;3;;EMB34;;20;;21.609393466676455;;34.17156581576262
15/1/2023;;5;;5;;2;;4;;EMB33;;8;;21.871788031939303;;34.142546651913584
2/3/2023;;1;;6;;3;;1;;EMB8;;13;;21.25335771701563;;34.0174208242046
16/1/2023;;6;;7;;4;;2;;EMB19;;3;;21.96741542342777;;34.24525745285888
4/3/2023;;2;;2;;1;;3;;EMB43;;2;;21.994338549862167;;34.836414890892804
13/2/2023;;7;;1;;2;;4;;EMB32;;19;;21.026438428491563;;34.557870596371494
8/2/2023;;2;;3;;3;;1;;EMB27;;15;;21.268188303760823;;34.890619445658
8/1/2023;;3;;4;;4;;2;;EMB36;;18;;21.48794261712861;;34.097251759269724
4/2/2023;;4;;5;;1;;1;;EMB14;;3;;21.785001089267794;;34.88830842772959
5/3/2023;;5;;6;;2;;2;;EMB20;;8;;21.178408280993224;;34.26070571036197
17/1/2023;;5;;4;;3;;3;;EMB11;;11;;21.68249831463717;;34.59193552472256
5/2/2023;;1;;2;;4;;4;;EMB5;;16;;21.277778423651938;;34.219435457432226
2/3/2023;;6;;2;;4;;1;;EMB45;;10;;21.20452989900139;;34.68320092653912
14/3/2023;;1;;1;;1;;2;;EMB34;;17;;21.014121001222836;;34.626990659068206
18/2/2023;;2;;2;;2;;3;;EMB32;;5;;21.724411194284322;;34.68535397518167
15/2/2023;;3;;1;;3;;4;;EMB55;;16;;21.21493513057915;;34.633887458087784
14/3/2023;;4;;3;;4;;1;;EMB18;;16;;21.285322928726604;;34.883935110103735
12/2/2023;;5;;4;;4;;2;;EMB4;;10;;21.769181044498346;;34.322052920109975
19/1/2023;;5;;5;;1;;3;;EMB53;;11;;21.86769077828723;;34.84169647910281
6/1/2023;;1;;6;;2;;4;;EMB23;;1;;21.79962743590081;;34.81430779708775
5/2/2023;;6;;7;;3;;1;;EMB53;;13;;21.620270176696064;;34.449904046926164
12/1/2023;;2;;2;;4;;2;;EMB50;;13;;21.014131492613114;;34.74801588547381
7/3/2023;;7;;1;;1;;3;;EMB6;;9;;21.207784995103367;;34.85547116004697
9/1/2023;;2;;3;;2;;4;;EMB1;;15;;21.025579049293256;;34.95970856800585
18/2/2023;;3;;4;;3;;1;;EMB41;;20;;21.950591280801834;;34.30884932453459
7/2/2023;;4;;5;;4;;2;;EMB36;;8;;21.897658087332346;;34.03976257017754
16/1/2023;;5;;6;;1;;1;;EMB14;;18;;21.169569702069406;;34.52821971873237
20/2/2023;;5;;4;;2;;2;;EMB26;;9;;21.885924068859513;;34.19882636173282
1/1/2023;;1;;2;;3;;3;;EMB28;;8;;21.279740975488465;;34.548558342215735
5/2/2023;;6;;2;;4;;4;;EMB17;;4;;21.594462419767474;;34.1721589891027
1/2/2023;;1;;1;;4;;1;;EMB56;;7;;21.38182960985582;;34.10525204575508
19/2/2023;;2;;2;;1;;2;;EMB32;;16;;21.160385045210774;;34.29264768611262
6/3/2023;;3;;1;;2;;3;;EMB9;;16;;21.06059908659298;;34.90469156745386
16/3/2023;;4;;3;;3;;4;;EMB10;;18;;21.902693489460663;;34.092959055483895
8/2/2023;;5;;4;;4;;1;;EMB53;;6;;21.054312901690345;;34.340970939214344
2/3/2023;;5;;5;;4;;2;;EMB46;;5;;21.904348080324638;;34.26631753191496
12/3/2023;;1;;6;;1;;3;;EMB46;;10;;21.429879133195104;;34.16634675041472
8/1/2023;;6;;7;;2;;4;;EMB11;;3;;21.001311139929086;;34.087482514268636
5/1/2023;;2;;2;;3;;1;;EMB12;;11;;21.160131328324464;;34.79413492893277
14/3/2023;;7;;1;;4;;2;;EMB58;;10;;21.14914751959023;;34.13753194374446
6/3/2023;;2;;3;;1;;3;;EMB53;;15;;21.5684401994154;;34.375972748470794
2/1/2023;;3;;4;;2;;4;;EMB29;;21;;21.188189394514687;;34.010466995791475
5/3/2023;;4;;5;;3;;1;;EMB8;;2;;21.736160398069604;;34.944476870594336
17/1/2023;;5;;6;;4;;2;;EMB45;;9;;21.355547576364803;;34.8678667060472
16/2/2023;;5;;4;;1;;1;;EMB16;;19;;21.352366723286508;;34.511450886548005
7/1/2023;;1;;2;;2;;2;;EMB26;;4;;21.655760044942408;;34.62963819425748
11/1/2023;;6;;2;;3;;3;;EMB12;;9;;21.457864066294054;;34.59385254765483
17/2/2023;;1;;1;;4;;4;;EMB18;;10;;21.632487263690884;;34.619193203636044
19/1/2023;;2;;2;;4;;1;;EMB28;;5;;21.99757658102014;;34.095768206444056
15/1/2023;;3;;1;;1;;2;;EMB48;;2;;21.262334875417164;;34.0986889399814
18/2/2023;;4;;3;;2;;3;;EMB28;;15;;21.761899135123564;;34.67464379557259
18/1/2023;;5;;4;;3;;4;;EMB14;;4;;21.9701972989189;;34.780374529184684
19/2/2023;;5;;5;;4;;1;;EMB41;;13;;21.669539910527444;;34.94111416097727
6/3/2023;;1;;6;;4;;2;;EMB32;;19;;21.129229284947908;;34.726231033183375
14/3/2023;;6;;7;;1;;3;;EMB14;;9;;21.66409922180528;;34.61731881150049
7/2/2023;;2;;2;;2;;4;;EMB2;;3;;21.316547271519898;;34.79710548688238
18/1/2023;;7;;1;;3;;1;;EMB46;;19;;21.97533867196603;;34.0735306080168
13/3/2023;;2;;3;;4;;2;;EMB13;;17;;21.76801555328645;;34.49295422329434
1/1/2023;;3;;4;;1;;3;;EMB6;;5;;21.836816811006226;;34.27755065268861
13/3/2023;;4;;5;;2;;4;;EMB41;;7;;21.59517221959984;;34.47833604935786
13/3/2023;;5;;6;;3;;1;;EMB31;;4;;21.69129559184724;;34.82622689323938
1/3/2023;;5;;4;;4;;2;;EMB5;;3;;21.66369152813491;;34.669656214496534
20/3/2023;;1;;2;;1;;1;;EMB34;;19;;21.77168280758141;;34.534693728164626
3/3/2023;;6;;2;;2;;2;;EMB16;;21;;21.447363593112943;;34.24781722720293
5/1/2023;;1;;1;;3;;3;;EMB38;;5;;21.360125340244736;;34.70962926752732
6/1/2023;;2;;2;;4;;4;;EMB47;;3;;21.925088417876815;;34.4317596957619
8/3/2023;;3;;1;;4;;1;;EMB9;;19;;21.022838228080843;;34.50005968679899
2/3/2023;;4;;3;;1;;2;;EMB29;;19;;21.816156674809253;;34.996109616515305
15/3/2023;;5;;4;;2;;3;;EMB37;;16;;21.908974525102945;;34.40604191375418
4/1/2023;;5;;5;;3;;4;;EMB48;;3;;21.455191806401753;;34.06083186183852
5/2/2023;;1;;6;;4;;1;;EMB15;;13;;21.83846051675382;;34.237668608648775
7/1/2023;;6;;7;;4;;2;;EMB24;;3;;21.987518198818158;;34.60371876452548
3/1/2023;;2;;2;;1;;3;;EMB8;;10;;21.152508722398764;;34.500403733609865
19/1/2023;;7;;1;;2;;4;;EMB27;;18;;21.044766797455818;;34.13453898785809
18/3/2023;;2;;3;;3;;1;;EMB39;;6;;21.517721278117133;;34.33956012445473
17/2/2023;;3;;4;;4;;2;;EMB40;;1;;21.267782853705846;;34.7394090759575
16/3/2023;;4;;5;;1;;3;;EMB16;;17;;21.175219061984052;;34.70421969260604
2/3/2023;;5;;6;;2;;4;;EMB42;;13;;21.243418281692737;;34.78901732604298
5/3/2023;;5;;4;;3;;1;;EMB24;;16;;21.888753573405896;;34.28494379058624
6/2/2023;;1;;2;;4;;2;;EMB21;;8;;21.792231834880376;;34.55766454576324
19/1/2023;;6;;2;;1;;1;;EMB25;;17;;21.483556781217917;;34.00445440436267
10/1/2023;;1;;1;;2;;2;;EMB7;;11;;21.03034659567679;;34.7204828445987
1/3/2023;;2;;2;;3;;3;;EMB34;;12;;21.076709147441147;;34.104091697734525
10/2/2023;;3;;1;;4;;4;;EMB54;;3;;21.102338090704368;;34.155372474403514
11/2/2023;;4;;3;;4;;1;;EMB8;;10;;21.731178748749922;;34.100858866695575
8/1/2023;;5;;4;;1;;2;;EMB59;;8;;21.77736774737723;;34.44951570519053
1/2/2023;;5;;5;;2;;3;;EMB47;;11;;21.404197516950067;;34.85216016505642
14/3/2023;;1;;6;;3;;4;;EMB21;;19;;21.839225110062767;;34.785155427219635
12/3/2023;;6;;7;;4;;1;;EMB8;;13;;21.91555125197475;;34.55143293517317
13/2/2023;;2;;2;;4;;2;;EMB52;;4;;21.582299425515465;;34.549479895228885
4/3/2023;;7;;1;;1;;3;;EMB46;;14;;21.246814680734545;;34.51069206506534
20/3/2023;;2;;3;;2;;4;;EMB4;;2;;21.609566290278842;;34.89367432549957
2/2/2023;;3;;4;;3;;1;;EMB1;;20;;21.47270941287507;;34.011839954905334
4/1/2023;;4;;5;;4;;2;;EMB47;;6;;21.01056885931548;;34.44904283474047
10/1/2023;;5;;6;;1;;3;;EMB21;;18;;21.125840752378817;;34.53993940190043
11/2/2023;;5;;4;;2;;4;;EMB6;;7;;21.997215284653624;;34.53925973616975
